anger_train_comment,anger_train_label,anger_test_comment,anger_test_label,joy_train_label,joy_train_comment,joy_test_label,joy_test_comment,sadness_train_comment,sadness_train_label,sadness_test_comment,sadness_test_label,love_train_comment,love_train_label,love_test_comment,love_test_label
we don't have an agreement that it should be active,0,,,0,Attribute 'width' works fine.,,,This seems to be what is causing the problem.,0,,,This is not new : we have the same type of behaviour when we switch languages...,0,,
We need a proper JUnit test for this!,0,,,0,"Would be nice to have a batch/list functionality as well, like we have for deletes/puts.",,,This symbol is not used for the Windows Netaccessor.,0,,,This is quality work.,1,,
We should be assigning atleast 50% of it's capacity.,0,,,0,Are there any (future?),,,This test pukes all over the place when the first test fails.,0,,,This issue is about changing the way we name regions.,0,,
"We should not invoke the global synced fieldnumbers shit for every element, only when the setting actually changes",1,,,0,plans to have a multi- version of the atomicMutation?,,,"This will always work, irrespectively of the combination of various underlying technologies and it will be a thread-safe solution :
public class GroupsResource {
private UriInfo uriInfo;
private GroupResource gr1 = new GroupResource();
@Context
public void setUriInfo(UriInfo ui) {
uriInfo = ui;
gr1.setUriInfo(uriInfo); }
@Path(""group1"")
public GroupResource group1() {
return gr1;
}
@Path(""group2"")
public GroupResource group2() {
GroupResource gr2 = new GroupResource();
gr2.setUriInfo(uriInfo); return gr2;
}
}
It will also work well in cases when users try to do proxy-based client invocations, as client proxies do not support @Context parameters on resource methods.",0,,,This looks simple and sweet to me.,1,,
We won't find the same group in a different segment.,0,,,0,It looks like the problem originates in PDFBOX-11.,,,"Though, we have to review that usage in general.",0,,,This newest patch applies cleanly and tests all pass.,0,,
We're adding endpoint as a new datatype?,0,,,0,"Many CID mappings are expressed as ranges, which the code explodes into individual Integer->String pairs.",,,"Thus
fetchInsertIterator could be made private.",0,,,"This patch adds the RelativeTest.java file which is a conversion of the jdbcapi/testRelative test, to the same package as the latter.",0,,
We've been passing builds pretty regular now so if this a problem it should start showing prominently.,0,,,0,This causes pretty big data structures as many of our CMaps cover 65k possible mappings!,,,Thus assigning the issue to you.,0,,,"This patch fixes the issue:
# Short circuits the MUST_PASS_ONE case just like it is done in the MUST_PASS_ALL case.",0,,
Weird.,1,,,0,We should use a more efficient in-memory representation for such range mappings.,,,thx to Cristi Toth for his patch,0,,,This patch really helped.,1,,
Weird.,1,,,0,"In the same pc I have a outlook client and It work fine, the problem is with xplanner, how can I  configurate xplanner for send mails ?",,,"thx todd, missed the ant/ivy stuff, update patch takes care of it (hopefully mavenized gridmix goes in soon and ant/ivy will go away)",0,,,"This said, HttpClient is a general purpose HTTP agent and as such
should follow the letter of the specification rather than make informed guesses.",0,,
Weird.,1,,,0,Thanks,,,"To answer your questions in order:
This problem only happens with the embedded driver because the Database is created inside the JVM and locked to prevent other processes to connect to it.",0,,,"This script renames the files like follows:
cd modules/lang-management/src/test/impl/java/org/apache/harmony/lang/management
svn move DynamicMXBeanImplTest.java DynamicMXBeanImplTestBase.java
svn move SingleInstanceDynamicMXBeanImplTest.java SingleInstanceDynamicMXBeanImplTestBase.java
svn move MultiInstanceDynamicMXBeanImplTest.java MultiInstanceDynamicMXBeanImplTestBase.java
Run it please from classlib base directory.",0,,
"Well I'm not sure what was happening, but I just upgraded to Spring 1.2 final and this issue does not happen anymore.",0,,,0,"ok, I'm looking into this.",,,"To grant new users commit access, check out https://svn.apache.org/repos/asf/infrastructure/trunk/subversion/authorization and add the appropriate usernames to the mina= line in the [groups] section of the asf-authorization file.",0,,,This'll probably be best.,0,,
"Well, damn.",1,,,0,Okay reviewed and tested patch with sqlite3 and bdb on trunk.,,,trivial change to make the minSize be 1 byte.,0,,,"Thus, i quite agree that we put the .META.",0,,
"Well, that sucks.",1,,,0,One minor correction to configure without sqlite3.,,,Trove's licensing won't be changing.,0,,,to the end of the message.,0,,
"Well, your static analysis seems pretty persuasive to me.",0,,,0,-George,,,"try the commands
{code}
git checkout cassandra-1.2
patch -p1 < 5234-3-1.2branch.txt {code}",0,,,"Todd:
I suppose it comes down to whether hadoop should favor posix or gnu extensions?",0,,
What exactly is your configuration ?,0,,,0,Have a look at hibernate.common.xml,,,Turns out that upgrading git (from 1.6.4 to 1.8.1) fixed this.,0,,,"Tony, in native codes, I think the hymem_allocate/free_memory is preferred than malloc/free?",0,,
What is convenient for the user to download two archives to run the project (or install maven)?,0,,,0,"Hi David,

This helps me understand what you were talking about - thanks!",,,Unable to reproduce issue.,1,,,"Too bad :(
What ff we could check C-heap lock state before forking and possibly switch to an alternative way?",0,,
What mocking framework should be used for the webui?,0,,,0,"(Things weren't as clear at 2am ;))  

Yes, we should probably definitely be removing the ThreadLocal entirely.",,,"Unfortunately, in these days where everyone that can put a CD
the right way up in a drive is a Linux/Unix/Windows/Internet Expert, this has become pretty common.",1,,,Trying to keep the test suite at under 24 hours :),0,,
"What the hell, I'll give this a shot.",1,,,0,I'll make those changes as soon as I can.,,,"Unless we switch to Antlr 3.0 ( and even though, I'm not sure this would fix the problem), there is nothing we can do.",1,,,"Two small nits, though:
* the count variable in requireAtLeastOneProperty() is never used
* couldntSetProperty() reinvents Property.toString() (or actually Hashtable.toString() which is inherited by Property)",0,,
What the hell?!,1,,,0,- Les,,,Uploaded a patch that fixes the comments and includes the test,0,,,Typo: surfix -> suffix,0,,
What was the outcome of the discussion?,0,,,0,Patch applied in trunk.,,,Uploading another patch for fixing the maven pattern to add the classifier.,0,,,Unable to apply cleanly.,0,,
"What you can do is trying this request with a different browser when the server is suppose to hang, and also try to do another request when the serveur is supposed to be hang to see if it's not a pb with the PDU length ( what I suspect is that when trying to decode this request, the decoder is waiting for more bytes so wait ad vitam aeternam ...) I gonna try to implement the decoding of this PDU as a test case just to check.",0,,,0,I have added some buttons to help put variables and patterns.,,,"v5 uses a small batch size and eagerly sends out ""incomplete"" batches if the reducer falls behind",0,,,Unfortunately I may not be able to look on this weekend as came out of station.,0,,
What's weird is that this class is in Cocoon's normal classpath.,0,,,0,Thank you for your contribution.,,,Verified this with trunk.,0,,,"Unless I'm missing something, your patch doesn't actually change how the version is checked, only how it's computed.",0,,
When you install a node module globally it goes into /usr/local where you don't have permissions to move shit into unless you sudo.,1,,,0,"applies to trunk, too",,,"Vinay, thanks for working on this.",0,,,"Up to this, the randomid component of a region name has been the timestamp of region creation.",0,,
Where on earth are you anyway?,1,,,0,"Also #3 seems to be fairly simple with a single ""around"" advice in aspectj and a couple of lines for ajc target in build.xml.",,,Was fixed to behave as it used to.,0,,,"updated patch submitted at:
https://reviews.facebook.net/D4455",0,,
Which API at the thrift client you are referring?,0,,,0,"Why use an ad-hoc script that's known (according Erik himself) to have false positive that require manual inspection (which is also not part of the version controlled source tree), when you we have a built-in (aspectj*.jars are already included as build/runtime dependencies) tool specifically for such tasks?",,,"Watch out for ""Got InvalidDestinationException"" messages.",0,,,"Updated patch to work with the latest shindig revision, that is, subversion revision 727075.",0,,
which is silly -- bad package encapsulation).,1,,,0,You can do this for info messages too for more performance when that is off.,,,We can file issues with it as we find them.,0,,,"Updated patch, so that the needed values from uiLabelMap can be accessible in ftls too.",0,,
"While I am not a spokesperson for my employer, by my
assessment their interests are aligned with mine -- they sponsor my work, and
as a consumer of the products that I contribute to, it would be bad for them
if their investment were to be harmed.",0,,,0,There are no extra lines of code or maintenance; it is the simplest solution.,,,We can go back to something like that if we want to manage that subset more intelligently (2).,0,,,Using maven you can easily generate the docs yourself.,0,,
Who made this stupid rule?,1,,,0,"As long as the change is applied at build time, I don't see any real drawback.

",,,We have done pretty intensive testing and believe this fixes the problem.,0,,,"Verified at r495393, thanks Tim.",0,,
"who the fuck is asking for scores, but not the max score, and why does their insanely specialized use case justify all these booleans on a central lucene class.",1,,,0,"Ah, ok ... thanks for the heads up.",,,"We marked the TransformerFactoryImpl
field in the TemplatesImpl class as transient, to make sure it does not get
serialized.",0,,,Verified at revision 473588.,0,,
who the hell starts using our jira for typing lessons ?!?,1,,,0,"There's a note on the main page about these scripts, but you're right: nothing obvious in some of hte ""sub pages""

I'll take a stab at clarifying.",,,We need to make this configurable before we can apply this patch to the trunk (unless i have misunderstood the effect).,0,,,verified by Paulex,0,,
Why are you asking us for samples?,0,,,0,"Changes to the test look good, and your method for finding which are right/wrong is correct.",,,We overrode readObject(ObjectInputStream) so that we could create a new TransformerFactory in the case of reading in a serialized translet.,0,,,Vote is here: http://markmail.org/thread/yg6n646zurlpdmvy,0,,
